data_hora,nome,preco,url
2026-03-14 19:28:03,Produto,28.0,https://lista.mercadolivre.com.br/promo%C3%A7%C3%B5es#D[A:promo%C3%A7%C3%B5es]
2026-03-14 19:37:49,Produto,28.0,https://lista.mercadolivre.com.br/promo%C3%A7%C3%B5es#D[A:promo%C3%A7%C3%B5es]
